File,Channel,Nuclei,x,y,z,Value,FWHM,SNR,Label,dilation,lamin_dist,lamin_dist_norm,centr_dist,centr_dist_norm,xnorm,ynorm,znorm
1,a488,2,353.2261701,542.9751053,34.44722057,3.066932325,2.502172889,18.96926675,0,5,1732.652042,0.38467806,2771.400503,0.61532194,0.105020913,0.521040814,0.035644506
1,a488,2,329.3989802,601.1142857,29.98540038,2.826921198,2.496672956,22.22042177,0,5,1935.142859,0.300856871,4496.951065,0.699143129,-0.745035974,0.154460176,-0.088294944
1,a488,2,337,561,36,1.407306848,2.072018674,15.62252095,0,5,3049.786878,0.685356189,1400.14285,0.314643811,-0.169013004,0.236360124,0.078777267
1,a488,2,315,546,36,1.703138843,2.378603495,21.79420326,0,5,3775.301312,0.853117346,650,0.146882654,0.016895832,-0.213697317,0.078777267
1,a488,2,336,539,37,1.189047993,3.37015826,5.673946044,0,5,3900,0.882352941,520,0.117647059,0.140762547,0.181266568,0.106555045
1,a488,4,420.938353,869.9904706,30.13734293,4.307067239,2.513453364,8.467885523,1,5,3172.560474,0.722018464,1221.458842,0.277981536,0.61864253,-0.077873015,-0.092256236
1,a488,4,437.1177525,820.5554689,29.43997385,3.842203674,2.383811272,36.10745097,2,5,2848.625542,0.66207438,1453.956887,0.33792562,-0.012589554,-0.467987861,-0.112767092
1,a488,4,410.0468284,863.7110178,33.34058884,2.797178814,2.685380605,28.89790394,1,5,3643.752998,0.840122229,693.4322389,0.159877771,0.536457092,0.173637065,0.001956878
1,a488,4,424.3658059,866.5296632,29.24789583,1.857502518,2.258685492,18.32505868,1,5,3198.70666,0.720923987,1238.410749,0.279076013,0.574806846,-0.158546917,-0.118416445
1,a488,4,430.0973858,818.7618418,29.19978947,1.83376597,2.147883913,16.92924382,2,5,3696.989452,0.857301415,615.4532799,0.142698585,-0.036669523,-0.305238912,-0.119831338
1,a488,4,430.082825,827.6169384,29.0063833,1.585475516,2.384802421,25.02895645,2,5,3559.72468,0.821736949,772.2269842,0.178263051,0.076846831,-0.302414554,-0.125519755
1,a488,5,436.7449561,523.9514197,36.59275955,12.5984109,2.382534308,44.72909125,1,5,287.8519066,0.069220098,3868.576946,0.930779902,0.031297568,0.639239795,-0.000543524
1,a488,5,476.4413873,486.9904013,38.65341597,5.233876405,2.653414718,64.7528823,2,5,2128.507307,0.525836762,1919.265966,0.474163238,-0.654996184,0.246548361,0.053684277
1,a488,5,447,517,37,4.75757391,2.593271401,9.063057558,1,5,919.2388155,0.223288777,3197.577208,0.776711223,-0.114586694,0.513912316,0.01017333
1,a488,5,447.0070989,521.8459317,39.56700574,4.62132691,2.545841761,14.82391103,1,5,1114.8115,0.274704716,2943.419424,0.725295284,-0.056017434,0.469219663,0.077726113
1,a488,5,476.1759297,493.8694721,35.14885968,2.477067086,2.426587099,11.61508348,2,5,2926.506519,0.720491818,1135.312843,0.279508182,-0.570193225,0.188189469,-0.038540889
1,a488,5,495.1838094,526.9441669,35.0826058,1.874665919,2.42782341,19.74963096,2,5,1840.1567,0.452249025,2228.75781,0.547750975,-0.284709956,-0.466733633,-0.040284412
1,a488,6,593.2609804,859.0857608,30.71291617,2.868631157,2.723325624,38.53207706,2,5,2847.279987,0.665327163,1432.249173,0.334672837,0.337109588,-0.243552548,-0.106326434
1,a488,6,555.690578,778.5708984,36.75328597,2.812196792,2.637577247,21.83393777,1,5,1376.630224,0.285653356,3442.540228,0.714346644,-0.81712238,0.154627995,0.071331501
1,a488,6,548.1496441,798.5454882,28.00897026,2.414369107,2.357112262,24.58536189,1,5,1721.016967,0.365123264,2992.394103,0.634876736,-0.583945549,0.432322251,-0.185854255
1,a488,6,550,777,34,1.077182406,2.093930283,3.797002664,1,5,856.095789,0.17451567,4049.456754,0.82548433,-0.855275438,0.2730864,-0.009647498
1,a594,2,345.672981,561.3878745,33.02597742,17.32523384,2.604683069,52.71663355,0,5,1994.487384,0.442281488,2514.999823,0.557718512,-0.164201834,0.404807144,-0.003834471
1,a594,2,335.0301501,529.8254515,30.98947417,13.48817162,2.707087237,124.4730905,0,5,3933.893922,0.882471771,523.9195122,0.117528229,0.269290548,0.147594359,-0.060404006
1,a594,2,350.9180842,553.4986698,30.74644502,12.69053186,2.554136316,92.74859784,0,5,1552.999617,0.351170807,2869.35921,0.648829193,-0.046465425,0.493478781,-0.067154815
1,a594,2,332.9733937,506.3463509,30.80951929,7.167138293,2.48683013,43.54554092,0,5,2470.994814,0.526093894,2225.88369,0.473906106,0.598718452,0.069650072,-0.065402752
1,a594,2,335,527,34,6.328955369,2.887709407,8.93016009,0,5,3953.795645,0.88582531,509.6076922,0.11417469,0.309191547,0.142420363,0.023221712
1,a594,4,433.5735803,874.6051656,28.03497893,10.77998964,2.756083515,166.7718556,1,5,1639.543509,0.368291255,2812.219198,0.631708745,0.679756318,-0.370398688,-0.154090472
1,a594,4,426.2348645,826.6041214,28.37976775,9.845801241,2.565269049,120.5504905,2,5,4071.519478,0.938425459,267.2239198,0.061574541,0.063267461,-0.213217934,-0.143949624
1,a594,4,427.0881358,801.2581985,30.9488517,9.639931473,2.556369029,81.50013929,2,5,3098.479271,0.718329278,1214.990926,0.281670722,-0.261524549,-0.24017499,-0.068388331
1,a594,4,425.1620005,866.9766099,35.5049908,8.267014777,2.554645622,70.33466109,1,5,2916.10175,0.67541194,1401.328543,0.32458806,0.580659728,-0.176936256,0.06561576
1,a594,4,417.4012293,870.8276551,29.16937704,5.821027966,2.652463119,16.54544262,1,5,3280.491692,0.738150294,1163.68967,0.261849706,0.628827502,0.004614694,-0.120725821
1,a594,4,403.9580088,807.3121619,37.42130328,5.019932077,2.567499876,41.67498022,2,5,2870.948361,0.666668424,1435.458852,0.333331576,-0.18749475,0.299395189,0.121977892
1,a594,4,421.0292675,873.3078453,31.26515942,2.340778945,2.449596999,18.01577074,1,5,2811.64595,0.636006152,1609.15706,0.363993848,0.661183946,-0.079055914,-0.059085163
1,a594,5,443.4484935,534.1768688,39.63765373,10.61410632,2.491202016,61.58411835,1,5,1612.584888,0.392368637,2497.375462,0.607631363,0.114573884,0.421500159,0.07958527
1,a594,5,451.8912857,515.6604184,34.32943926,7.914850866,2.391746451,105.0673138,1,5,1336.2897,0.330048632,2712.290858,0.669951368,-0.160268361,0.435965016,-0.060104584
1,a594,5,480.3664575,512.8293515,30.1868473,6.070798858,2.415098413,68.82705204,2,5,4277.666384,1,0,1.11E-16,-0.366127413,-0.063493166,-0.169120162
1,a594,5,483.0940196,481.8595541,33.00541882,5.410403676,2.56598528,81.18372804,2,5,1719.274532,0.418205457,2391.815568,0.581794543,-0.75714906,0.170959766,-0.094947227
1,a594,5,487.2100305,502.3527705,28.20367368,5.230839009,2.555138054,89.90169431,2,5,3617.102111,0.8965639,417.3039674,0.1034361,-0.534088272,-0.093447787,-0.221308942
1,a594,5,470.4138916,490.5325212,33.65780055,4.877029595,2.603439952,42.20793203,2,5,2105.997157,0.517628466,1962.599003,0.482371534,-0.575826765,0.325209875,-0.077779287
1,a594,6,554.735545,792.681456,31.57168791,16.20757067,2.791578716,66.43688222,1,5,2513.840498,0.523037509,2292.523053,0.476962491,-0.638613379,0.253180924,-0.081068442
1,a594,6,604.7703888,856.2546795,32.6203041,9.739249373,2.457314628,56.45106416,2,5,1530.07375,0.352997232,2804.288834,0.647002768,0.336984017,-0.516023477,-0.050226789
1,a594,6,555.4614108,815.4516563,35.58415425,9.345446894,2.531055925,90.54813229,1,5,2623.364058,0.612767713,1657.786188,0.387232287,-0.34340469,0.361599322,0.036945274
1,a594,6,551.6159739,794.8640635,34.85768655,8.270832064,2.817203238,11.09487667,1,5,2093.277917,0.469940081,2361.013317,0.530059919,-0.620373248,0.334778825,0.015578577
1,a594,6,613.5496373,858.7801814,32.85999401,7.43865385,2.486762855,99.27100058,2,5,995.4691667,0.21147299,3711.23249,0.78852701,0.397157118,-0.698219371,-0.043177086
1,a594,6,606.5943039,864.8540162,33.33317801,2.579330739,2.790527297,11.80579076,2,5,1701.763323,0.370792021,2888.212763,0.629207979,0.453358909,-0.509681266,-0.029259909
1,a700,2,345.1085815,539.039978,42,11.30581817,3.472213154,8.675742188,0,5,2784.301425,0.628484071,1645.881166,0.371515929,0.151008113,0.357576949,0.245443934
1,a700,2,342.5382267,528.9802781,36.28263474,10.30581817,2.937421402,50.86463851,0,5,3057.936216,0.69058705,1370.091113,0.30941295,0.290147843,0.291497821,0.086628232
1,a700,2,339.7284738,524.0440837,36.13969983,8.773916921,2.922901611,2.77526665,0,5,3254.620496,0.732194949,1190.375952,0.267805051,0.356584457,0.229110829,0.082657818
1,a700,2,346.4341105,540.9872446,40.68108219,6.151822704,2.66372283,41.91291484,0,5,2567.374879,0.577741311,1876.434363,0.422258689,0.125057392,0.386388908,0.208807328
1,a700,2,337,533,38,5.993964795,2.919413345,4.215467835,0,5,3770,0.852941176,650,0.147058824,0.226757342,0.190867539,0.134332823
1,a700,2,343,527,39,5.590492996,3.636720663,11.06481943,0,5,3061.127243,0.680700642,1435.896932,0.319299358,0.318686453,0.297215422,0.162110601
1,a700,2,357.1042778,539.7861881,34.69635944,5.42377383,2.615221497,21.27881813,0,5,1224.974389,0.272914099,3263.556117,0.727085901,0.154697942,0.590898657,0.04256503
1,a700,2,352.5020771,530.0154159,40.04515377,4.777955362,2.814394899,24.86891369,0,5,1820.740752,0.411234491,2606.761236,0.588765509,0.287342256,0.485973997,0.19114265
1,a700,2,351.1884419,539.2145372,30.18202733,4.712649402,2.866427465,10.70922156,0,5,1947.631968,0.438444866,2494.497452,0.561555134,0.155756742,0.475502105,-0.082833084
1,a700,2,337.028618,550.6925434,39.73776453,4.423019993,2.821078492,18.26041573,0,5,3467.52691,0.780962995,972.5706427,0.219037005,-0.023286693,0.220166978,0.18260406
1,a700,2,346.4443405,547.2393774,28.3762817,4.185672828,2.698851454,11.50842321,0,5,2402.630643,0.540422092,2043.191071,0.459577908,0.036697793,0.396744912,-0.132992685
1,a700,2,352.6526392,547.0561053,33.58421683,3.851320957,3.125362309,6.128192602,0,5,1708.637741,0.379126462,2798.095073,0.620873538,0.046656682,0.516573889,0.011672179
1,a700,2,356.0166185,549.7777858,31.96575434,3.784153652,2.707328802,14.65602644,0,5,1172.321398,0.260693918,3324.552585,0.739306082,0.01217925,0.586086821,-0.033285112
1,a700,2,332.0026772,499.6294045,35.0185038,2.964979294,2.863061507,11.5331512,0,5,1709.175229,0.367568979,2940.961908,0.632431021,0.692508065,0.039954048,0.051513484
1,a700,2,334,533,36,2.162361679,2.341820213,1.879948323,0,5,4160,0.941176471,260,0.058823529,0.223196752,0.132819392,0.078777267
1,a700,2,314.5811044,545.1059838,42.34860465,2.248049716,2.675818046,24.67417913,0,5,3924.349165,0.881688583,526.5593183,0.118311417,0.029035271,-0.223255227,0.255127397
1,a700,4,441.1199951,874.0133057,32,9.550504859,5.119039204,12.94733575,1,5,831.583615,0.18923074,3562.933429,0.81076926,0.673336756,-0.546050065,-0.037472205
1,a700,4,434,800,29.92567612,8.550504859,2.737344069,6.435468747,2,5,2264.829736,0.52497813,2049.341245,0.47502187,-0.27658449,-0.401257504,-0.098481731
1,a700,4,438.0659768,797.9157888,32.14008678,7.436702161,2.995320058,30.92425925,2,5,1603.412527,0.372779551,2697.839905,0.627220449,-0.302673977,-0.496393284,-0.033352006
1,a700,4,443.1410306,806.3611054,29.46993816,6.608034533,2.781404742,13.85737187,2,5,1575.455147,0.363139808,2762.953661,0.636860192,-0.193623194,-0.612038464,-0.111885789
1,a700,4,436.4757851,794.7967354,33.90763516,5.20686317,3.102738702,5.510394295,2,5,1682.056921,0.390595854,2624.281098,0.609404146,-0.342905015,-0.460290343,0.018634712
1,a700,4,439.9120941,876.5472656,29.90029271,5.035185649,2.845131969,12.3930864,1,5,934.2507102,0.204963377,3623.876007,0.795036623,0.705634128,-0.51725007,-0.099228302
1,a700,4,433.8940748,842.9685993,38.47212335,4.892733132,2.749875922,35.76431699,1,5,2232.155622,0.519305163,2066.192102,0.480694837,0.274238462,-0.386732369,0.152884364
1,a700,4,432.9598916,863.1837631,32.92391938,4.771780576,2.760203809,17.80098085,1,5,2252.333487,0.522082184,2061.798377,0.477917816,0.533243779,-0.35933406,-0.010298106
1,a700,4,439.2310007,866.8506957,32.54454839,4.566624683,2.146994913,10.02282976,1,5,1340.926393,0.31041999,2978.638947,0.68958001,0.581222784,-0.504133817,-0.021456076
1,a700,4,438.2409228,871.5591358,30.48906331,4.209598668,2.863289413,2.60997116,1,5,1331.837991,0.300474334,3100.70334,0.699525666,0.641429786,-0.479788696,-0.081911519
1,a700,4,431.4331446,853.7877658,39.95773411,2.742982207,2.599338909,17.11976962,1,5,2611.908642,0.599311035,1746.308795,0.400688965,0.412554782,-0.326468499,0.196578798
1,a700,4,428.8639545,801.9266952,32.33041196,2.599800205,2.5871343,3.310864714,2,5,2809.54548,0.652945514,1493.301401,0.347054486,-0.252679888,-0.281282433,-0.027754206
1,a700,4,424.6068151,840.511006,39.51699645,2.324581464,2.893614575,21.72418975,1,5,3476.274931,0.802656885,854.6548903,0.197343115,0.241295918,-0.171455204,0.183615926
1,a700,4,444.9718432,851.4133556,33.85780571,2.241076604,2.297291219,41.3738028,1,5,893.0792415,0.203017416,3505.116397,0.796982584,0.384211001,-0.641965549,0.017169139
1,a700,4,442,812,30,1.800307967,3.694918237,0.739914048,2,5,1977.397279,0.454063035,2377.498686,0.545936965,-0.121511519,-0.583921879,-0.096295734
1,a700,4,446,798,32,1.803898077,2.768535299,10.82140324,2,5,680.0735254,0.157831888,3628.773898,0.842168112,-0.300366609,-0.68086837,-0.037472205
1,a700,5,461.4088054,513.5902142,39.37814393,10.87304632,2.713106601,56.89354692,1,5,2516.574398,0.615522747,1571.999787,0.384477253,-0.242668832,0.279361986,0.072756065
1,a700,5,455.851144,522.4077923,40.86540297,8.313836836,3.057711706,4.468585212,1,5,2102.838848,0.51881448,1950.341334,0.48118552,-0.102523845,0.300841561,0.111894461
1,a700,5,484.9154791,493.0272887,35.58214513,7.899840036,2.654644335,12.99767866,2,5,3150.477446,0.774944312,914.9483903,0.225055688,-0.633051908,0.034650915,-0.02713864
1,a700,5,489.2268909,495.1201979,38.47827926,7.707206985,2.673324483,32.002282,2,5,3112.066609,0.760383057,980.751803,0.239616943,-0.633722402,-0.064159266,0.049075416
1,a700,5,488.6393405,484.005675,36.69137133,7.008579452,2.234383435,28.03949065,2,5,1891.379389,0.466177338,2165.801815,0.533822662,-0.764612599,0.048889235,0.002051523
1,a700,5,483.387601,480.9731934,34.81168358,6.919182558,2.416089878,9.012029591,2,5,1668.172847,0.402633214,2475.005158,0.597366786,-0.769639069,0.173692592,-0.047413944
1,a700,5,457.8674828,518.0265897,39.80945685,5.598510493,3.007506463,1.471196158,1,5,2142.63529,0.529458981,1904.192368,0.470541019,-0.167667215,0.303919417,0.084106405
1,a700,5,461.2413395,505.8370845,39.9451351,5.37291585,2.554415074,9.00660463,1,5,2010.885592,0.498220665,2025.210795,0.501779335,-0.335434437,0.353747781,0.087676885
1,a700,5,488.104375,472.0505649,39.72222395,5.146208749,2.567276744,17.7766885,2,5,396.5734404,0.096480956,3713.806621,0.903519044,-0.905986707,0.168697087,0.081810802
1,a700,5,465.5329792,511.7227725,34.07624005,5.096162723,2.745818399,64.74605472,1,5,2784.135851,0.682742851,1293.724256,0.317257149,-0.290111714,0.220425297,-0.066767722
1,a700,5,450.8404647,499.3106501,40.36506478,3.641805645,2.73774285,2.922062844,1,5,486.9864225,0.120239386,3563.066006,0.879760614,-0.351687306,0.605704542,0.098727666
1,a700,5,479.843444,507.4922414,40.82168108,3.607077661,2.64318441,36.76031176,2,5,4345.992651,1,0,0,-0.427528163,-0.004762905,0.110743885
1,a700,5,483.630303,489.6354957,34.00763423,3.585857761,3.283889146,5.955023123,2,5,2748.928735,0.668680581,1362.065582,0.331319419,-0.666330368,0.089557898,-0.068573138
1,a700,5,455,507,41.65509597,3.209317652,3.254519238,2.774818698,1,5,1475.995619,0.361665587,2604.966287,0.638334413,-0.283752926,0.45823406,0.132675855
1,a700,5,454.999927,506.872645,41.70056726,3.209317652,3.168459885,5.078698092,1,5,1469.887309,0.360240392,2610.188254,0.639759608,-0.285292859,0.459406524,0.133872468
1,a700,5,456.6298837,500.0765871,39.85258688,3.05985308,2.68582146,5.183010071,1,5,1191.669306,0.295452528,2841.666538,0.704547472,-0.377315467,0.491821064,0.085241406
1,a700,5,454,508,40,2.747296401,3.072244671,5.445842991,1,5,1396.316583,0.338139482,2733.093485,0.661860518,-0.265630923,0.467492762,0.089120698
1,a700,5,496.1914405,480.1624543,37.08451778,2.390340714,2.986905656,11.43717089,2,5,1120.153529,0.270039967,3027.935222,0.729960033,-0.8566125,-0.055139087,0.012397482
1,a700,5,483.9611429,532.0957301,42.47752888,5.376110974,2.792976233,65.07507444,2,5,2825.670721,0.697798095,1223.746339,0.302201905,-0.154763379,-0.306998365,0.154318827
1,a700,6,548.6301577,767.9562166,28.18504749,11.48783639,2.68195706,7.64690692,1,5,,,,,,,
1,a700,6,551,786,33.77307506,10.48783639,3.288635645,19.83332178,1,5,1690.586478,0.352599336,3103.817789,0.647400664,-0.73634449,0.300017449,-0.016321761
1,a700,6,550,786,33,9.137019946,4.30015814,26.56037942,1,5,1620.925661,0.334050717,3231.408362,0.665949283,-0.739497905,0.322344917,-0.039059262
1,a700,6,549.5583598,786.6206927,32.66078823,8.207628459,3.160929227,8.718318767,1,5,1611.295512,0.332342521,3236.635999,0.667657479,-0.732905884,0.33560278,-0.049036079
1,a700,6,586.9542896,843.081243,34.23166941,8.157282552,2.523480827,16.84311966,2,5,3361.625689,0.784991571,920.7603334,0.215008429,0.111337132,-0.190335534,-0.002833692
1,a700,6,567.3011788,792.4049796,31.92137163,6.203830228,2.638829934,56.07603245,1,5,3190.609439,0.678253158,1513.617077,0.321746842,-0.602545361,-0.028891063,-0.070783626
1,a700,6,601,845,35.01990918,5.256220371,3.277324237,45.44324313,2,5,1871.655743,0.432581501,2455.053955,0.567418499,0.180312303,-0.493439002,0.020349831
1,a700,6,590.2913173,845.1816066,36.69788817,5.092623769,2.696057837,21.95504939,2,5,3210.713582,0.747805906,1082.897244,0.252194094,0.148879601,-0.253347268,0.069702154
1,a700,6,556,777,33.33505118,4.852517184,3.17015694,15.67551446,1,5,1330.679747,0.265568111,3679.940503,0.734431889,-0.836354948,0.139121593,-0.029204816
1,a700,6,599,847,38,4.839608906,2.835779645,9.392404842,2,5,2400.520777,0.553826334,1933.907961,0.446173666,0.199733814,-0.437837729,0.107999561
1,a700,6,597,843,33.84755299,4.743131443,3.148593981,2.811605508,2,5,2171.38343,0.503339912,2142.524965,0.496660088,0.141970303,-0.415075467,-0.014131233
1,a700,6,554.8273716,792.2565547,36.46604978,4.539161039,2.767062736,14.98661046,1,5,2315.053678,0.520153144,2135.684767,0.479846856,-0.643789814,0.24880511,0.062883378
1,a700,6,595,840,30,4.290757839,3.980738576,8.643420046,2,5,2144.014925,0.503258984,2116.246677,0.496741016,0.097070962,-0.386840037,-0.127294557
1,a700,6,596,841,30.83453107,4.290757839,4.268781769,15.45332073,2,5,2063.581409,0.482127946,2216.569633,0.517872054,0.113088547,-0.403694336,-0.102749525
1,a700,6,553,780,33,3.424087871,3.306072344,2.313439908,1,5,1438.645196,0.288224515,3552.759491,0.711775485,-0.807222682,0.222523502,-0.039059262
1,a700,6,554,780,34,3.424087871,3.50060247,4.63628249,1,5,1495.660389,0.302867416,3442.67338,0.697132584,-0.804069267,0.200196035,-0.009647498
1,a700,6,601,833,32,1.735923896,1.856316569,12.27039046,2,5,1315.294644,0.303745146,3014.962686,0.696254854,0.02594226,-0.559117024,-0.068471027
1,a700,6,540,786,28,1.320422365,1.566510784,3.250328381,1,5,763.2168761,0.145490576,4482.599692,0.854509424,-0.771032055,0.545619596,-0.186118086
1,ir800,2,338.7902834,540.2710773,32.7901112,4.892918227,3.489575555,24.43226157,0,5,3563.198631,0.801451282,882.7368439,0.198548718,0.126107992,0.237321992,-0.01038631
1,ir800,2,353.8114914,548.1534854,30.02441972,2.559349634,3.122903805,38.16390792,0,5,1481.577902,0.33174488,2984.469806,0.66825512,0.032520992,0.540779915,-0.087211074
1,ir800,2,336.4357281,548.0106281,31.3387765,2.545206246,3.421598661,16.33059542,0,5,3555.46142,0.802872335,872.9530797,0.197127665,0.013917575,0.204337522,-0.050701163
1,ir800,2,355,529,30,2.471780257,2.957493533,34.28001146,0,5,1340.746061,0.302882773,3085.871028,0.697117227,0.304659502,0.532657481,-0.087889399
1,ir800,2,356.6059768,528.5128821,30.19659075,2.471780257,2.846679688,31.34891611,0,5,1138.870893,0.25710766,3290.593014,0.74289234,0.31345082,0.562940703,-0.082428545
1,ir800,2,346.2797481,544.6280561,33.82878303,1.35720267,2.306785286,9.048796462,0,5,2562.864224,0.572168604,1916.371054,0.427831396,0.073412571,0.389317446,0.018465685
1,ir800,4,429,823,32,3.422000882,3.36513488,21.10834921,2,5,3770.676332,0.875541316,536.0037313,0.124458684,0.017492056,-0.278530457,-0.037472205
1,ir800,4,423.3029275,858.2477755,30.30183249,3.411693897,3.153742382,11.90981178,1,5,3507.390338,0.810764531,818.606749,0.189235469,0.468472051,-0.136155466,-0.087418308
1,ir800,4,433.2326036,850.5125922,39.05196733,3.308055928,2.980687179,19.87186953,1,5,2346.103951,0.542499242,1978.531368,0.457500758,0.370846908,-0.369232725,0.169938599
1,ir800,4,428.3608289,824.2587401,32.83692492,3.095693771,3.188796426,10.66878316,2,5,3760.155099,0.872056726,551.6086063,0.127943274,0.03352966,-0.263313748,-0.012856766
1,ir800,4,409.8415362,854.9134193,34.16160117,1.052461004,3.09774502,7.660696329,1,5,3791.453344,0.875210359,540.6002932,0.124789641,0.423643815,0.175941334,0.0261043
1,ir800,4,423.999854,862.86998,30.60164058,0.7721247,2.32094724,1.746106875,1,5,3318.158981,0.770602821,987.8904242,0.229397179,0.527834617,-0.151064356,-0.078600423
1,ir800,5,451.0779982,505.4587275,43.98415819,3.571427213,2.738910971,16.08731525,1,5,1044.762666,0.258201523,3001.396579,0.741798477,-0.278757265,0.544785242,0.193966966
1,ir800,5,449.8410318,509.3004698,41.83769417,3.266462145,3.108072432,6.262403777,1,5,1003.720543,0.242704892,3131.815651,0.757295108,-0.224835922,0.532285254,0.137481071
1,ir800,5,477.9404869,498.7647758,37.93583266,1.989817907,2.630125734,7.609992164,2,5,3567.453433,0.878496926,493.3511618,0.121503074,-0.521618829,0.110609996,0.034800505
1,ir800,5,461,520,41,1.82267521,2.964762308,5.760587313,1,5,2590.23165,0.640563625,1453.444185,0.359436375,-0.16267798,0.227963885,0.115436488
1,ir800,5,451.4841729,514.3238543,42.89992357,1.139320902,2.925647959,4.143506377,1,5,1249.678121,0.309441675,2788.744261,0.690558325,-0.173980613,0.45576865,0.165434476
1,ir800,5,477.7914194,493.2321263,43.49109814,1.19194147,2.504827973,6.666466944,2,5,2901.813654,0.71585934,1151.806885,0.28414066,-0.587638383,0.16423743,0.180991702
1,ir800,6,553.3273103,785.4672909,40.30275461,4.444773963,3.19764496,24.74900483,1,5,1621.835918,0.359638411,2887.539724,0.640361589,-0.735858376,0.245138896,0.175727638
1,ir800,6,553,786,41,4.444773963,3.059163526,37.33860628,1,5,1588.458372,0.355558406,2879.044981,0.644441594,-0.73003766,0.255362514,0.196234855
1,ir800,6,595.2599072,849.2953634,33.13884897,3.710219957,3.216630552,14.5623725,2,5,2451.193456,0.574208888,1817.586282,0.425791112,0.217467695,-0.341768015,-0.034975469
1,ir800,6,593.5167507,846.9441828,36.7968269,2.613414156,3.550679506,17.54231214,2,5,2905.332381,0.675421441,1396.132051,0.324578559,0.181724811,-0.315716153,0.072612117
